Individual,OccurID,State,County,Beach,Monitoring,Date_Time,Latitude,Longitude,Condition,Class,Order,Suborder,Family,Genus,Species,DevStage,LOCATION,Year,month,day,season
2456,PBFAV20151226i000001,Santa Catarina,Garopaba,Praia do Siriú,Community call,26DEC15:17:27:00,-27.97421,-48.62856,Alive,Aves,Charadriiformes,,Laridae,Larus,Larus dominicanus,Adult,CENTR,2015,12,26,winter
10454,PBFAV20151228i000002,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,28DEC15:08:44:00,-27.94381,-48.6205,Dead,Aves,Procellariiformes,,Diomedeidae,Thalassarche,Thalassarche chlororhynchos,Unknown,CENTR,2015,12,28,winter
3533,PBFAV20151228i000001,Santa Catarina,Garopaba,Praia do Siriú,Daily,28DEC15:09:48:00,-27.98703,-48.63024,Dead,Aves,Procellariiformes,,Procellariidae,Procellaria,Procellaria aequinoctialis,Unknown,CENTR,2015,12,28,winter
7292,PBFAV20151229i000003,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,29DEC15:09:44:00,-27.94346,-48.62036,Dead,Aves,Procellariiformes,,Diomedeidae,Thalassarche,Thalassarche chlororhynchos,Unknown,CENTR,2015,12,29,winter
4162,PBFAV20151229i000002,Santa Catarina,Garopaba,Praia da Gamboa,Daily,29DEC15:10:08:00,-27.9546,-48.62551,Dead,Aves,Procellariiformes,,Diomedeidae,Thalassarche,Thalassarche chlororhynchos,Unknown,CENTR,2015,12,29,winter
2001,PBFAV20151229i000001,Santa Catarina,Garopaba,Praia do Siriú,Community call,29DEC15:11:06:00,-27.97743,-48.62876,Dead,Aves,Procellariiformes,,Diomedeidae,Thalassarche,Thalassarche chlororhynchos,Unknown,CENTR,2015,12,29,winter
7293,PBFAV20151229i000004,Santa Catarina,Garopaba,Praia do Siriú,Daily,29DEC15:11:12:00,-27.97997,-48.62914,Dead,Aves,Charadriiformes,,Laridae,Larus,Larus dominicanus,Unknown,CENTR,2015,12,29,winter
3852,PBFRE20151230i000001,Santa Catarina,Palhoça,Unknown,Community call,30DEC15:08:07:00,-27.84607,-48.58393,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,NORTH,2015,12,30,winter
6591,PBFAV20151230i000002,Santa Catarina,Palhoça,Praia da Pinheira,Daily,30DEC15:09:09:00,-27.88488,-48.59197,Dead,Aves,Charadriiformes,,Laridae,Sterna,Sterna sp.,Unknown,NORTH,2015,12,30,winter
10124,PBFAV20151231i000001,Santa Catarina,Garopaba,Praia de Garopaba,Daily,31DEC15:07:07:00,-28.02181,-48.62053,Dead,Aves,Charadriiformes,,Laridae,Larus,Larus dominicanus,Juvenile,CENTR,2015,12,31,winter
7276,PBFAV20160102i000002,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,02JAN16:09:45:00,-27.91642,-48.60035,Alive,Aves,Charadriiformes,,Laridae,Larus,Larus dominicanus,Adult,CENTR,2016,1,2,winter
3122,PBFRE20160102i000001,Santa Catarina,"Florianópolis, Palhoça, São José",Baia Sul,Community call,02JAN16:14:58:00,-27.61712,-48.59267,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,,2016,1,2,winter
2150,PBFRE20160103i000001,Santa Catarina,Garopaba,Praia do Ouvidor,Daily,03JAN16:10:17:00,-28.10508,-48.63668,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2016,1,3,winter
10591,PBFAV20160103i000002,Santa Catarina,Garopaba,Praia do Siriú,Daily,03JAN16:13:17:00,-28.00888,-48.6301,Dead,Aves,Charadriiformes,,Laridae,Sterna,Sterna sp.,Unknown,CENTR,2016,1,3,winter
10144,PBFAV20160104i000007,Santa Catarina,Garopaba,Praia de Garopaba,Daily,04JAN16:07:22:00,-28.02234,-48.61924,Dead,Aves,Procellariiformes,,Diomedeidae,Thalassarche,Thalassarche chlororhynchos,Unknown,CENTR,2016,1,4,winter
2412,PBFAV20160104i000002,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,04JAN16:09:13:00,-27.94244,-48.61977,Dead,Aves,Procellariiformes,,Diomedeidae,Thalassarche,Thalassarche chlororhynchos,Adult,CENTR,2016,1,4,winter
8621,PBFAV20160104i000005,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,04JAN16:09:18:00,-27.94126,-48.61908,Dead,Aves,Procellariiformes,,Diomedeidae,Thalassarche,Thalassarche melanophris,Unknown,CENTR,2016,1,4,winter
2095,PBFAV20160104i000001,Santa Catarina,Garopaba,Praia do Ouvidor,Daily,04JAN16:09:54:00,-28.10542,-48.63667,Dead,Aves,Suliformes,,Fregatidae,Fregata,Fregata magnificens,Adult,CENTR,2016,1,4,winter
9924,PBFAV20160104i000006,Santa Catarina,Garopaba,Praia do Siriú,Daily,04JAN16:10:29:00,-27.98392,-48.62942,Dead,Aves,Procellariiformes,,,,Unidentified Procellariiformes,Unknown,CENTR,2016,1,4,winter
5242,PBFAV20160104i000004,Santa Catarina,Garopaba,Praia do Siriú,Daily,04JAN16:10:41:00,-27.9935,-48.63175,Dead,Aves,Procellariiformes,,Procellariidae,Procellaria,Procellaria aequinoctialis,Adult,CENTR,2016,1,4,winter
4793,PBFAV20160104i000003,Santa Catarina,Garopaba,Praia do Siriú,Daily,04JAN16:10:51:00,-28.00477,-48.63117,Dead,Aves,Procellariiformes,,Diomedeidae,Thalassarche,Thalassarche chlororhynchos,Adult,CENTR,2016,1,4,winter
6797,PBFAV20160105i000001,Santa Catarina,Garopaba,Praia do Siriú,Daily,05JAN16:09:42:00,-28.00909,-48.62993,Dead,Aves,Procellariiformes,,Diomedeidae,Thalassarche,Thalassarche chlororhynchos,Unknown,CENTR,2016,1,5,winter
7300,PBFAV20160106i000003,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,06JAN16:09:56:00,-27.92548,-48.60822,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Unknown,CENTR,2016,1,6,winter
1165,PBFAV20160106i000001,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,06JAN16:10:02:00,-27.92542,-48.60816,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Unknown,CENTR,2016,1,6,winter
8766,PBFAV20160106i000006,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,06JAN16:10:08:00,-27.92536,-48.60813,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Unknown,CENTR,2016,1,6,winter
8047,PBFAV20160106i000005,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,06JAN16:10:14:00,-27.92615,-48.60892,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Unknown,CENTR,2016,1,6,winter
5187,PBFRE20160106i000002,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,06JAN16:10:17:00,-27.92631,-48.60922,Dead,Reptilia,Testudines,,,,Unidentified Testudines,Unknown,CENTR,2016,1,6,winter
7916,PBFRE20160106i000004,Santa Catarina,"Biguaçu, Florianópolis, São José",Baia Norte - Continente Sul,Community call,06JAN16:15:00:00,-27.57064,-48.60596,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,,2016,1,6,winter
5034,PBFRE20160108i000001,Santa Catarina,Garopaba,Praia do Siriú,Daily,08JAN16:10:34:00,-28.00614,-48.63111,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2016,1,8,winter
10220,PBFAV20160109i000002,Santa Catarina,Imbituba,Praia do Rosa,Daily,09JAN16:06:57:00,-28.12951,-48.64185,Dead,Aves,Procellariiformes,,Procellariidae,Puffinus,Puffinus puffinus,Unknown,SOUTH,2016,1,9,winter
10147,PBFRE20160109i000001,Santa Catarina,Palhoça,Praia da Pinheira,Daily,09JAN16:07:30:00,-27.88464,-48.5928,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,NORTH,2016,1,9,winter
7321,PBFRE20160110i000003,Santa Catarina,Palhoça,Praia da Pinheira,Daily,10JAN16:08:57:00,-27.85198,-48.59637,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,NORTH,2016,1,10,winter
7324,PBFAV20160110i000004,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,10JAN16:10:51:00,-27.90692,-48.59016,Dead,Aves,Charadriiformes,,Laridae,Larus,Larus dominicanus,Unknown,CENTR,2016,1,10,winter
5935,PBFMA20160110i000002,Santa Catarina,Garopaba,Praia do Siriú,Daily,10JAN16:13:45:00,-28.00335,-48.63157,Dead,Mammalia,Cetacea,Odontoceti,Delphinidae,Lagenodelphis,Lagenodelphis hosei,Adult,CENTR,2016,1,10,winter
3362,PBFAV20160110i000001,Santa Catarina,Unknown,Unknown,Community call,10JAN16:16:42:00,-27.99082,-48.63109,Alive,Aves,Charadriiformes,,Stercorariidae,Stercorarius,Stercorarius sp.,Unknown,,2016,1,10,winter
9429,PBFAV20160112i000002,Santa Catarina,Palhoça,Praia da Pinheira,Daily,12JAN16:09:07:00,-27.85531,-48.59918,Dead,Aves,Charadriiformes,,Laridae,Sterna,Sterna sp.,Unknown,NORTH,2016,1,12,winter
4374,PBFRE20160112i000001,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,12JAN16:12:10:00,-27.9238,-48.60638,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2016,1,12,winter
10660,PBFAV20160112i000003,Santa Catarina,Garopaba,Praia do Siriú,Daily,12JAN16:13:54:00,-27.98322,-48.62949,Alive,Aves,Charadriiformes,,Laridae,Larus,Larus dominicanus,Adult,CENTR,2016,1,12,winter
10661,PBFAV20160112i000004,Santa Catarina,Garopaba,Praia do Siriú,Daily,12JAN16:14:09:00,-27.99427,-48.63192,Alive,Aves,Charadriiformes,,Laridae,Larus,Larus dominicanus,Adult,CENTR,2016,1,12,winter
10289,PBFAV20160113i000001,Santa Catarina,Garopaba,Praia do Siriú,Daily,13JAN16:09:35:00,-27.99098,-48.63137,Dead,Aves,Procellariiformes,,Procellariidae,Procellaria,Procellaria aequinoctialis,Unknown,CENTR,2016,1,13,winter
301,PBFRE20160117i000002,Santa Catarina,"Florianópolis, Palhoça, São José",Baia Sul,Community call,17JAN16:14:38:00,-27.8456,-48.5849,Alive,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Unknown,,2016,1,17,winter
159,PBFAV20160117i000001,Santa Catarina,Unknown,Unknown,Community call,17JAN16:14:39:00,-27.84077,-48.62882,Alive,Aves,Suliformes,,Sulidae,Sula,Sula leucogaster,Unknown,,2016,1,17,winter
4393,PBFRE20160119i000001,Santa Catarina,Garopaba,Praia de Garopaba,Community call,19JAN16:10:28:00,-28.01603,-48.62689,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Unknown,CENTR,2016,1,19,winter
9661,PBFRE20160119i000002,Santa Catarina,Garopaba,Unknown,Community call,19JAN16:11:18:00,-28.01107,-48.62917,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2016,1,19,winter
10255,PBFRE20160122i000001,Santa Catarina,Garopaba,Praia da Gamboa,Daily,22JAN16:08:53:00,-27.95768,-48.6257,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2016,1,22,winter
34,PBFRE20160124i000001,Santa Catarina,Palhoça,Praia de Cima,Community call,24JAN16:14:10:00,-27.88374,-48.58058,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,NORTH,2016,1,24,winter
5359,PBFRE20160124i000002,Santa Catarina,Imbituba,Praia do Rosa,Community call,24JAN16:15:49:00,-28.13363,-48.64299,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,SOUTH,2016,1,24,winter
4525,PBFRE20160126i000001,Santa Catarina,Garopaba,Praia do Siriú,Daily,26JAN16:10:01:00,-28.00386,-48.63141,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2016,1,26,winter
4742,PBFRE20160127i000002,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,27JAN16:09:32:00,-27.90608,-48.58818,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2016,1,27,winter
3311,PBFRE20160127i000001,Santa Catarina,"Biguaçu, Governador Celso Ramos",Baia Norte - Continente Norte,Weekly,27JAN16:13:42:00,-27.45398,-48.62969,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,,2016,1,27,winter
10167,PBFRE20160128i000002,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,28JAN16:10:20:00,-27.94066,-48.61868,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2016,1,28,winter
6016,PBFRE20160128i000001,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,28JAN16:10:40:00,-27.94198,-48.61939,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2016,1,28,winter
3977,PBFAV20160129i000001,Santa Catarina,Palhoça,Praia de Cima,Community call,29JAN16:17:36:00,-27.8828,-48.58334,Alive,Aves,Charadriiformes,,Laridae,Sterna,Sterna trudeaui,Unknown,NORTH,2016,1,29,winter
1118,PBFRE20160130i000001,Santa Catarina,Garopaba,Praia da Silveira,Daily,30JAN16:08:39:00,-28.045,-48.60959,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Unknown,CENTR,2016,1,30,winter
8576,PBFAV20160130i000002,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,30JAN16:09:13:00,-27.92096,-48.60423,Alive,Aves,Suliformes,,Sulidae,Sula,Sula leucogaster,Juvenile,CENTR,2016,1,30,winter
2865,PBFRE20160131i000001,Santa Catarina,Imbituba,Praia do Rosa,Community call,31JAN16:13:06:00,-28.13429,-48.64287,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,SOUTH,2016,1,31,winter
2371,PBFRE20160202i000001,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,02FEB16:08:45:00,-27.94281,-48.61994,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2016,2,2,winter
2241,PBFAV20160203i000001,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,03FEB16:09:06:00,-27.92007,-48.60384,Alive,Aves,Charadriiformes,,Laridae,Larus,Larus dominicanus,Juvenile,CENTR,2016,2,3,winter
7632,PBFRE20160204i000003,Santa Catarina,Garopaba,Praia de Garopaba,Daily,04FEB16:07:23:00,-28.0234,-48.61554,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2016,2,4,winter
3352,PBFAV20160204i000001,Santa Catarina,Palhoça,Praia da Pinheira,Daily,04FEB16:07:54:00,-27.8828,-48.59563,Dead,Aves,Suliformes,,Phalacrocoracidae,Phalacrocorax,Phalacrocorax brasilianus,Unknown,NORTH,2016,2,4,winter
3985,PBFAV20160204i000002,Santa Catarina,"Florianópolis, Palhoça, São José",Baia Sul,Community call,04FEB16:16:35:00,-27.62996,-48.63046,Alive,Aves,Charadriiformes,,Laridae,Larus,Larus dominicanus,Unknown,,2016,2,4,winter
3371,PBFAV20160205i000001,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,05FEB16:10:17:00,-27.92822,-48.61024,Alive,Aves,Charadriiformes,,Laridae,Larus,Larus dominicanus,Adult,CENTR,2016,2,5,winter
7662,PBFMA20160205i000002,Santa Catarina,Garopaba,Praia do Siriú,Daily,05FEB16:12:51:00,-28.00534,-48.63116,Dead,Mammalia,Cetacea,Odontoceti,Iniidae,Pontoporia,Pontoporia blainvillei,Unknown,CENTR,2016,2,5,winter
1161,PBFRE20160206i000001,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,06FEB16:08:48:00,-27.91741,-48.60082,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2016,2,6,winter
10654,PBFRE20160206i000002,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,06FEB16:08:51:00,-27.90962,-48.59272,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2016,2,6,winter
7981,PBFAV20160207i000002,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,07FEB16:08:40:00,-27.94181,-48.61972,Alive,Aves,Charadriiformes,,Laridae,Larus,Larus dominicanus,Adult,CENTR,2016,2,7,winter
2080,PBFAV20160207i000001,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,07FEB16:08:58:00,-27.9203,-48.60355,Dead,Aves,Procellariiformes,,Procellariidae,Calonectris,Calonectris diomedea,Unknown,CENTR,2016,2,7,winter
1183,PBFRE20160211i000001,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,11FEB16:09:02:00,-27.91938,-48.60243,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2016,2,11,winter
6058,PBFRE20160211i000002,Santa Catarina,"Biguaçu, Florianópolis, São José",Baia Norte - Continente Sul,Weekly,11FEB16:09:36:00,-27.5286,-48.62634,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Unknown,,2016,2,11,winter
6197,PBFAV20160212i000001,Santa Catarina,Palhoça,Praia da Pinheira,Daily,12FEB16:07:52:00,-27.88461,-48.59285,Dead,Aves,Charadriiformes,,Laridae,Sterna,Sterna sp.,Unknown,NORTH,2016,2,12,winter
9775,PBFMA20160212i000002,Santa Catarina,Imbituba,Praia do Rosa,Community call,12FEB16:15:52:00,-28.1325,-48.64234,Dead,Mammalia,Cetacea,Mysticeti,Balaenopteridae,Megaptera,Megaptera novaeangliae,Juvenile,SOUTH,2016,2,12,winter
7812,PBFRE20160213i000001,Santa Catarina,Garopaba,Praia do Siriú,Daily,13FEB16:10:29:00,-27.99782,-48.63189,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2016,2,13,winter
1185,PBFMA20160215i000001,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,15FEB16:08:49:00,-27.92802,-48.60961,Dead,Mammalia,Cetacea,Odontoceti,Iniidae,Pontoporia,Pontoporia blainvillei,Young,CENTR,2016,2,15,winter
1238,PBFAV20160217i000001,Santa Catarina,Palhoça,Praia da Pinheira,Daily,17FEB16:08:13:00,-27.88501,-48.59033,Alive,Aves,Charadriiformes,,Laridae,Sterna,Sterna hirundo,Unknown,NORTH,2016,2,17,winter
7810,PBFAV20160217i000002,Santa Catarina,"Florianópolis, Palhoça, São José",Baia Sul,Community call,17FEB16:16:33:00,-27.60393,-48.61309,Alive,Aves,Charadriiformes,,Laridae,Larus,Larus dominicanus,Adult,,2016,2,17,winter
10670,PBFMA20160220i000001,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,20FEB16:09:44:00,-27.93323,-48.61368,Dead,Mammalia,Cetacea,Odontoceti,Iniidae,Pontoporia,Pontoporia blainvillei,Juvenile,CENTR,2016,2,20,winter
4575,PBFRE20160221i000002,Santa Catarina,Garopaba,Praia da Silveira,Daily,21FEB16:07:40:00,-28.03602,-48.60629,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2016,2,21,winter
4029,PBFRE20160221i000001,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,21FEB16:10:11:00,-27.91789,-48.60127,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2016,2,21,winter
9827,PBFMA20160226i000001,Santa Catarina,Palhoça,Unknown,Community call,26FEB16:08:06:00,-27.87914,-48.57674,Dead,Mammalia,Cetacea,Odontoceti,Iniidae,Pontoporia,Pontoporia blainvillei,Juvenile,NORTH,2016,2,26,winter
7990,PBFRE20160304i000001,Santa Catarina,Garopaba,Praia do Ouvidor,Daily,04MAR16:10:59:00,-28.10524,-48.63731,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Unknown,CENTR,2016,3,4,spring
10254,PBFAV20160305i000001,Santa Catarina,Palhoça,Praia da Pinheira,Daily,05MAR16:07:47:00,-27.88374,-48.59467,Dead,Aves,Charadriiformes,,Laridae,Larus,Larus dominicanus,Juvenile,NORTH,2016,3,5,spring
6648,PBFAV20160307i000001,Santa Catarina,Palhoça,Praia da Pinheira,Community call,07MAR16:14:14:00,-27.87526,-48.6007,Alive,Aves,Charadriiformes,,Laridae,Sterna,Sterna sp.,Adult,NORTH,2016,3,7,spring
10683,PBFAV20160308i000003,Santa Catarina,Palhoça,Praia da Pinheira,Daily,08MAR16:09:37:00,-27.84775,-48.58809,Dead,Aves,Charadriiformes,,Laridae,Sterna,Sterna sp.,Unknown,NORTH,2016,3,8,spring
8997,PBFMA20160308i000002,Santa Catarina,"Biguaçu, Governador Celso Ramos",Baia Norte - Continente Norte,Weekly,08MAR16:13:22:00,-27.45652,-48.63626,Dead,Mammalia,Cetacea,Odontoceti,Delphinidae,Sotalia,Sotalia guianensis,Adult,,2016,3,8,spring
6373,PBFMA20160308i000001,Santa Catarina,"Biguaçu, Governador Celso Ramos",Baia Norte - Continente Norte,Community call,08MAR16:15:56:00,-27.45676,-48.63936,Dead,Mammalia,Cetacea,Odontoceti,Delphinidae,Sotalia,Sotalia guianensis,Young,,2016,3,8,spring
10175,PBFRE20160309i000002,Santa Catarina,Garopaba,Praia do Siriú,Daily,09MAR16:09:56:00,-27.99321,-48.63177,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2016,3,9,spring
6992,PBFRE20160309i000001,Santa Catarina,Garopaba,Praia do Siriú,Daily,09MAR16:10:03:00,-28.01027,-48.63006,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2016,3,9,spring
5757,PBFRE20160310i000002,Santa Catarina,Garopaba,Praia de Garopaba,Daily,10MAR16:07:17:00,-28.02252,-48.61903,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2016,3,10,spring
1314,PBFRE20160310i000001,Santa Catarina,Garopaba,Praia do Siriú,Daily,10MAR16:10:19:00,-28.00574,-48.63121,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2016,3,10,spring
4311,PBFRE20160311i000001,Santa Catarina,Garopaba,Praia de Garopaba,Daily,11MAR16:07:09:00,-28.02087,-48.62221,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2016,3,11,spring
7659,PBFRE20160314i000002,Santa Catarina,Garopaba,Praia do Siriú,Daily,14MAR16:10:13:00,-27.9801,-48.62904,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2016,3,14,spring
2955,PBFAV20160314i000001,Santa Catarina,"Biguaçu, Florianópolis, São José",Baia Norte - Continente Sul,Community call,14MAR16:14:51:00,-27.53994,-48.62077,Alive,Aves,Charadriiformes,,Laridae,Larus,Larus dominicanus,Adult,,2016,3,14,spring
6383,PBFRE20160316i000003,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,16MAR16:08:53:00,-27.94081,-48.61891,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2016,3,16,spring
5717,PBFRE20160316i000001,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,16MAR16:09:07:00,-27.91941,-48.60263,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2016,3,16,spring
9231,PBFRE20160316i000005,Santa Catarina,Garopaba,Praia da Gamboa,Daily,16MAR16:09:12:00,-27.95688,-48.62566,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2016,3,16,spring
5718,PBFMA20160316i000002,Santa Catarina,Garopaba,Praia do Siriú,Daily,16MAR16:10:53:00,-27.98618,-48.62996,Dead,Mammalia,Cetacea,Odontoceti,Delphinidae,Tursiops,Tursiops truncatus,Adult,CENTR,2016,3,16,spring
8478,PBFMA20160316i000004,Santa Catarina,Garopaba,Praia do Siriú,Daily,16MAR16:10:55:00,-27.98546,-48.62988,Dead,Mammalia,Cetacea,Odontoceti,Delphinidae,Tursiops,Tursiops truncatus,Juvenile,CENTR,2016,3,16,spring
6312,PBFRE20160317i000002,Santa Catarina,Palhoça,Praia da Pinheira,Daily,17MAR16:07:38:00,-27.88486,-48.59223,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,NORTH,2016,3,17,spring
2826,PBFMA20160317i000001,Santa Catarina,Palhoça,Praia da Pinheira,Daily,17MAR16:07:56:00,-27.86352,-48.60155,Dead,Mammalia,Cetacea,Odontoceti,Iniidae,Pontoporia,Pontoporia blainvillei,Juvenile,NORTH,2016,3,17,spring
8253,PBFRE20160318i000001,Santa Catarina,Garopaba,Praia de Garopaba,Daily,18MAR16:07:28:00,-28.01572,-48.62691,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2016,3,18,spring
2672,PBFAV20160323i000001,Santa Catarina,Palhoça,Praia da Pinheira,Daily,23MAR16:08:00:00,-27.84873,-48.58051,Dead,Aves,Charadriiformes,,Laridae,Larus,Larus dominicanus,Adult,NORTH,2016,3,23,spring
5226,PBFRE20160323i000003,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,23MAR16:09:18:00,-27.91169,-48.59515,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2016,3,23,spring
3323,PBFRE20160323i000002,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,23MAR16:09:32:00,-27.90882,-48.59178,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2016,3,23,spring
7655,PBFRE20160324i000002,Santa Catarina,Garopaba,Praia da Ferrugem,Daily,24MAR16:08:19:00,-28.08074,-48.62891,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2016,3,24,spring
7111,PBFRE20160324i000001,Santa Catarina,Garopaba,Praia da Barra,Daily,24MAR16:08:55:00,-28.08479,-48.63148,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2016,3,24,spring
