Individual,OccurID,State,County,Beach,Monitoring,Date_Time,Latitude,Longitude,Condition,Class,Order,Suborder,Family,Genus,Species,DevStage,LOCATION,Year,month,day,season
1956,PBFAV20151008i000001,Santa Catarina,Imbituba,Praia Vermelha,Weekly,08OCT15:07:25:00,-28.1162,-48.63604,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,SOUTH,2015,10,8,fall
8821,PBFAV20151009i000001,Santa Catarina,Palhoça,Praia da Pinheira,Daily,09OCT15:09:57:00,-27.88208,-48.59677,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2015,10,9,fall
9854,PBFAV20151013i000002,Santa Catarina,Garopaba,Praia do Siriú,Daily,13OCT15:08:28:00,-27.97837,-48.62936,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,10,13,fall
10044,PBFAV20151013i000003,Santa Catarina,Garopaba,Praia da Silveira,Daily,13OCT15:09:30:00,-28.03694,-48.60724,Dead,Aves,Charadriiformes,,Laridae,Larus,Larus dominicanus,Adult,CENTR,2015,10,13,fall
8810,PBFAV20151013i000001,Santa Catarina,Garopaba,Praia da Silveira,Daily,13OCT15:09:35:00,-28.03649,-48.60682,Dead,Aves,Procellariiformes,,Procellariidae,Puffinus,Puffinus sp.,Adult,CENTR,2015,10,13,fall
8244,PBFRE20151014i000004,Santa Catarina,Palhoça,Praia de Cima,Daily,14OCT15:07:15:00,-27.88232,-48.58451,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,NORTH,2015,10,14,fall
3358,PBFAV20151014i000002,Santa Catarina,Garopaba,Praia de Garopaba,Daily,14OCT15:09:48:00,-28.0234,-48.6142,Dead,Aves,Charadriiformes,,Laridae,Sterna,Sterna sp.,Adult,CENTR,2015,10,14,fall
2005,PBFAV20151014i000001,Santa Catarina,Garopaba,Praia de Garopaba,Daily,14OCT15:10:09:00,-28.02321,-48.61396,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Adult,CENTR,2015,10,14,fall
6892,PBFAV20151014i000003,Santa Catarina,Florianópolis,Baia Norte - Ilha Sul,Weekly,14OCT15:13:38:00,-27.48571,-48.53874,Alive,Aves,Charadriiformes,,Laridae,Larus,Larus dominicanus,Adult,,2015,10,14,fall
10227,PBFAV20151014i000006,Santa Catarina,Florianópolis,Baia Norte - Ilha Sul,Weekly,14OCT15:13:52:00,-27.49294,-48.53057,Dead,Aves,Charadriiformes,,Laridae,Larus,Larus dominicanus,Adult,,2015,10,14,fall
8763,PBFAV20151014i000005,Santa Catarina,Florianópolis,Baia Norte - Ilha Sul,Weekly,14OCT15:14:15:00,-27.52139,-48.52427,Alive,Aves,Charadriiformes,,Laridae,Larus,Larus dominicanus,Adult,,2015,10,14,fall
7949,PBFRE20151015i000002,Santa Catarina,Palhoça,Praia da Pinheira,Daily,15OCT15:07:04:00,-27.88279,-48.59579,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,NORTH,2015,10,15,fall
2918,PBFAV20151015i000001,Santa Catarina,"Biguaçu, Florianópolis, São José",Baia Norte - Continente Sul,Weekly,15OCT15:10:54:00,-27.57518,-48.58976,Dead,Aves,Suliformes,,Phalacrocoracidae,Phalacrocorax,Phalacrocorax sp.,Unknown,,2015,10,15,fall
9488,PBFAV20151019i000001,Santa Catarina,Garopaba,Praia do Ouvidor,Daily,19OCT15:10:12:00,-28.10662,-48.63678,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Adult,CENTR,2015,10,19,fall
10250,PBFAV20151019i000002,Santa Catarina,Garopaba,Praia do Ouvidor,Daily,19OCT15:10:24:00,-28.10571,-48.63692,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,10,19,fall
7844,PBFMA20151020i000001,Santa Catarina,Imbituba,Praia do Rosa,Daily,20OCT15:08:14:00,-28.13526,-48.64258,Dead,Mammalia,Cetacea,Odontoceti,Iniidae,Pontoporia,Pontoporia blainvillei,Unknown,SOUTH,2015,10,20,fall
9135,PBFAV20151020i000002,Santa Catarina,Imbituba,Praia do Rosa,Daily,20OCT15:08:26:00,-28.1342,-48.64273,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,SOUTH,2015,10,20,fall
9561,PBFAV20151020i000003,Santa Catarina,Garopaba,Praia da Silveira,Daily,20OCT15:09:07:00,-28.03607,-48.6067,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Unknown,CENTR,2015,10,20,fall
2641,PBFAV20151021i000001,Santa Catarina,Imbituba,Praia do Rosa,Daily,21OCT15:13:56:00,-28.13217,-48.6427,Dead,Aves,Procellariiformes,,Procellariidae,Puffinus,Puffinus sp.,Unknown,SOUTH,2015,10,21,fall
7974,PBFRE20151027i000001,Santa Catarina,Palhoça,Praia da Pinheira,Daily,27OCT15:07:27:00,-27.848,-48.58267,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,NORTH,2015,10,27,fall
10231,PBFRE20151029i000004,Santa Catarina,Palhoça,Praia da Pinheira,Daily,29OCT15:07:02:00,-27.85111,-48.59558,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,NORTH,2015,10,29,fall
2460,PBFAV20151029i000001,Santa Catarina,Palhoça,Praia de Cima,Daily,29OCT15:07:27:00,-27.8834,-48.58092,Dead,Aves,Suliformes,,Phalacrocoracidae,Phalacrocorax,Phalacrocorax brasilianus,Unknown,NORTH,2015,10,29,fall
9293,PBFAV20151029i000003,Santa Catarina,Garopaba,Praia de Garopaba,Daily,29OCT15:09:17:00,-28.01743,-48.62554,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,10,29,fall
4136,PBFAV20151029i000002,Santa Catarina,Garopaba,Praia de Garopaba,Daily,29OCT15:09:28:00,-28.02098,-48.6219,Dead,Aves,Procellariiformes,,Procellariidae,Puffinus,Puffinus puffinus,Unknown,CENTR,2015,10,29,fall
7110,PBFAV20151030i000003,Santa Catarina,Palhoça,Praia da Pinheira,Daily,30OCT15:07:28:00,-27.87009,-48.60201,Alive,Aves,Charadriiformes,,Laridae,Larus,Larus dominicanus,Juvenile,NORTH,2015,10,30,fall
8547,PBFAV20151030i000004,Santa Catarina,Palhoça,Praia da Pinheira,Daily,30OCT15:08:06:00,-27.87812,-48.59938,Dead,Aves,Charadriiformes,,Laridae,Larus,Larus dominicanus,Juvenile,NORTH,2015,10,30,fall
3455,PBFAV20151030i000001,Santa Catarina,Palhoça,Praia da Pinheira,Daily,30OCT15:08:29:00,-27.87874,-48.59929,Dead,Aves,Procellariiformes,,Procellariidae,Puffinus,Puffinus sp.,Unknown,NORTH,2015,10,30,fall
3545,PBFAV20151030i000002,Santa Catarina,Imbituba,Praia do Rosa,Daily,30OCT15:08:40:00,-28.12593,-48.64051,Dead,Aves,Procellariiformes,,Procellariidae,Puffinus,Puffinus sp.,Unknown,SOUTH,2015,10,30,fall
8628,PBFMA20151030i000005,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,30OCT15:10:31:00,-27.91426,-48.5984,Dead,Mammalia,Carnivora,Caniformia,Otariidae,Otaria,Otaria flavescens,Adult,CENTR,2015,10,30,fall
1017,PBFAV20151102i000001,Santa Catarina,Imbituba,Praia do Rosa,Daily,02NOV15:07:09:00,-28.13006,-48.6419,Dead,Aves,Procellariiformes,,Procellariidae,Puffinus,Puffinus puffinus,Unknown,SOUTH,2015,11,2,fall
3460,PBFAV20151102i000002,Santa Catarina,Imbituba,Praia do Rosa,Daily,02NOV15:07:16:00,-28.12179,-48.63766,Dead,Aves,Procellariiformes,,Diomedeidae,Thalassarche,Thalassarche chlororhynchos,Adult,SOUTH,2015,11,2,fall
4457,PBFAV20151103i000001,Santa Catarina,Garopaba,Praia da Ferrugem,Daily,03NOV15:10:07:00,-28.07432,-48.62514,Dead,Aves,Charadriiformes,,Laridae,Sterna,Sterna sp.,Adult,CENTR,2015,11,3,fall
9536,PBFAV20151104i000004,Santa Catarina,Garopaba,Praia da Ferrugem,Daily,04NOV15:07:07:00,-28.08201,-48.62872,Alive,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,11,4,fall
3456,PBFAV20151104i000001,Santa Catarina,Palhoça,Praia da Pinheira,Community call,04NOV15:09:48:00,-27.84854,-48.58107,Alive,Aves,Charadriiformes,,Laridae,Larus,Larus dominicanus,Adult,NORTH,2015,11,4,fall
9177,PBFAV20151104i000003,Santa Catarina,Imbituba,Praia do Rosa,Daily,04NOV15:14:15:00,-28.12438,-48.64006,Dead,Aves,Procellariiformes,,Procellariidae,Puffinus,Puffinus puffinus,Unknown,SOUTH,2015,11,4,fall
6968,PBFAV20151104i000002,Santa Catarina,Imbituba,Praia do Rosa,Daily,04NOV15:14:29:00,-28.12609,-48.64058,Dead,Aves,Procellariiformes,,Procellariidae,Puffinus,Puffinus puffinus,Unknown,SOUTH,2015,11,4,fall
3907,PBFAV20151105i000002,Santa Catarina,Palhoça,Praia da Pinheira,Daily,05NOV15:07:34:00,-27.85528,-48.59935,Dead,Aves,Procellariiformes,,Procellariidae,Puffinus,Puffinus puffinus,Adult,NORTH,2015,11,5,fall
1397,PBFAV20151105i000001,Santa Catarina,Garopaba,Praia da Ferrugem,Daily,05NOV15:10:08:00,-28.08208,-48.62879,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,11,5,fall
10236,PBFAV20151106i000002,Santa Catarina,Imbituba,Praia do Rosa,Daily,06NOV15:07:30:00,-28.12819,-48.6414,Dead,Aves,Procellariiformes,,Procellariidae,Puffinus,Puffinus puffinus,Unknown,SOUTH,2015,11,6,fall
3516,PBFRE20151106i000001,Santa Catarina,Garopaba,Praia de Garopaba,Daily,06NOV15:08:55:00,-28.02337,-48.61397,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2015,11,6,fall
3969,PBFAV20151108i000002,Santa Catarina,Palhoça,Praia da Pinheira,Daily,08NOV15:07:21:00,-27.84792,-48.58212,Dead,Aves,Procellariiformes,,Diomedeidae,Thalassarche,Thalassarche sp.,Unknown,NORTH,2015,11,8,fall
3523,PBFRE20151108i000001,Santa Catarina,Palhoça,Praia da Pinheira,Daily,08NOV15:07:40:00,-27.84816,-48.58262,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,NORTH,2015,11,8,fall
2451,PBFRE20151109i000001,Santa Catarina,Palhoça,Praia de Cima,Daily,09NOV15:07:10:00,-27.8833,-48.5799,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Unknown,NORTH,2015,11,9,fall
10262,PBFRE20151109i000004,Santa Catarina,Garopaba,Praia do Siriú,Daily,09NOV15:08:40:00,-28.0018,-48.63171,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2015,11,9,fall
10230,PBFRE20151109i000003,Santa Catarina,Garopaba,Praia do Siriú,Daily,09NOV15:08:49:00,-28.00289,-48.63168,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Unknown,CENTR,2015,11,9,fall
3892,PBFAV20151109i000002,Santa Catarina,Garopaba,Praia de Garopaba,Daily,09NOV15:09:22:00,-28.0227,-48.61896,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,11,9,fall
7213,PBFAV20151110i000001,Santa Catarina,Garopaba,Praia do Siriú,Daily,10NOV15:08:06:00,-27.98449,-48.62979,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Adult,CENTR,2015,11,10,fall
7386,PBFRE20151111i000001,Santa Catarina,Garopaba,Praia da Gamboa,Daily,11NOV15:09:10:00,-27.94652,-48.62223,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2015,11,11,fall
8321,PBFAV20151112i000001,Santa Catarina,Palhoça,Praia da Pinheira,Daily,12NOV15:07:12:00,-27.8848,-48.59246,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2015,11,12,fall
9862,PBFAV20151115i000002,Santa Catarina,Imbituba,Praia do Rosa,Daily,15NOV15:07:34:00,-28.1299,-48.64222,Alive,Aves,Procellariiformes,,Procellariidae,Puffinus,Puffinus puffinus,Unknown,SOUTH,2015,11,15,fall
9391,PBFMA20151115i000001,Santa Catarina,Garopaba,Praia da Gamboa,Daily,15NOV15:08:11:00,-27.95308,-48.62489,Dead,Mammalia,Cetacea,Odontoceti,Delphinidae,Stenella,Stenella frontalis,Adult,CENTR,2015,11,15,fall
4104,PBFAV20151116i000001,Santa Catarina,Imbituba,Praia do Rosa,Daily,16NOV15:06:57:00,-28.13186,-48.64249,Alive,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Adult,SOUTH,2015,11,16,fall
4487,PBFAV20151116i000002,Santa Catarina,Imbituba,Praia do Rosa,Daily,16NOV15:07:16:00,-28.12163,-48.63741,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,SOUTH,2015,11,16,fall
6490,PBFMA20151116i000003,Santa Catarina,Garopaba,Praia da Ferrugem,Daily,16NOV15:10:23:00,-28.07409,-48.62481,Dead,Mammalia,Cetacea,Odontoceti,Iniidae,Pontoporia,Pontoporia blainvillei,Young,CENTR,2015,11,16,fall
9887,PBFAV20151117i000003,Santa Catarina,Garopaba,Praia de Garopaba,Daily,17NOV15:07:24:00,-28.01786,-48.62527,Dead,Aves,Charadriiformes,,Laridae,Larus,Larus dominicanus,Adult,CENTR,2015,11,17,fall
9234,PBFRE20151117i000002,Santa Catarina,Palhoça,Praia de Cima,Daily,17NOV15:08:07:00,-27.88326,-48.58103,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,NORTH,2015,11,17,fall
7239,PBFAV20151117i000001,Santa Catarina,Palhoça,Praia de Cima,Daily,17NOV15:08:22:00,-27.88344,-48.57973,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Adult,NORTH,2015,11,17,fall
7975,PBFRE20151118i000007,Santa Catarina,Garopaba,Praia de Garopaba,Daily,18NOV15:07:20:00,-28.02169,-48.62077,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2015,11,18,fall
3404,PBFRE20151118i000001,Santa Catarina,Palhoça,Praia de Cima,Daily,18NOV15:07:28:00,-27.88267,-48.58341,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,NORTH,2015,11,18,fall
9422,PBFAV20151118i000009,Santa Catarina,Garopaba,Praia da Silveira,Daily,18NOV15:07:59:00,-28.03339,-48.60268,Dead,Aves,Procellariiformes,,Diomedeidae,Thalassarche,Thalassarche chlororhynchos,Adult,CENTR,2015,11,18,fall
3848,PBFAV20151118i000002,Santa Catarina,Garopaba,Praia da Silveira,Daily,18NOV15:08:07:00,-28.03337,-48.60283,Dead,Aves,Charadriiformes,,Laridae,Thalasseus,Thalasseus sp.,Unknown,CENTR,2015,11,18,fall
7211,PBFAV20151118i000005,Santa Catarina,Garopaba,Praia da Silveira,Daily,18NOV15:08:12:00,-28.03385,-48.60403,Dead,Aves,Procellariiformes,,Procellariidae,Puffinus,Puffinus sp.,Adult,CENTR,2015,11,18,fall
4355,PBFAV20151118i000003,Santa Catarina,Garopaba,Praia da Silveira,Daily,18NOV15:08:17:00,-28.03389,-48.60411,Dead,Aves,Procellariiformes,,Diomedeidae,Thalassarche,Thalassarche chlororhynchos,Adult,CENTR,2015,11,18,fall
7584,PBFAV20151118i000006,Santa Catarina,Garopaba,Praia da Silveira,Daily,18NOV15:08:26:00,-28.03493,-48.60547,Dead,Aves,Procellariiformes,,Procellariidae,Puffinus,Puffinus sp.,Adult,CENTR,2015,11,18,fall
9008,PBFAV20151118i000008,Santa Catarina,Garopaba,Praia da Silveira,Daily,18NOV15:08:37:00,-28.0382,-48.60814,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,11,18,fall
4356,PBFAV20151118i000004,Santa Catarina,Garopaba,Praia da Silveira,Daily,18NOV15:08:50:00,-28.04011,-48.60909,Dead,Aves,Procellariiformes,,Procellariidae,Puffinus,Puffinus sp.,Adult,CENTR,2015,11,18,fall
2358,PBFRE20151120i000002,Santa Catarina,Garopaba,Praia de Garopaba,Daily,20NOV15:07:48:00,-28.02046,-48.62269,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2015,11,20,fall
8166,PBFAV20151120i000004,Santa Catarina,Garopaba,Praia de Garopaba,Daily,20NOV15:08:02:00,-28.01901,-48.62413,Dead,Aves,Podicipediformes,,Podicipedidae,,Unidentified Podicipedidae,Unknown,CENTR,2015,11,20,fall
8049,PBFAV20151120i000003,Santa Catarina,"Biguaçu, Governador Celso Ramos",Baia Norte - Continente Norte,Weekly,20NOV15:10:09:00,-27.42508,-48.56696,Dead,Aves,Procellariiformes,,Procellariidae,Puffinus,Puffinus puffinus,Unknown,,2015,11,20,fall
1192,PBFAV20151120i000001,Santa Catarina,Garopaba,Praia do Siriú,Daily,20NOV15:10:56:00,-27.97986,-48.62926,Dead,Aves,Procellariiformes,,Procellariidae,Puffinus,Puffinus sp.,Unknown,CENTR,2015,11,20,fall
3624,PBFAV20151121i000001,Santa Catarina,Garopaba,Praia de Garopaba,Daily,21NOV15:07:28:00,-28.02351,-48.61469,Alive,Aves,Charadriiformes,,Laridae,Larus,Larus dominicanus,Adult,CENTR,2015,11,21,fall
8629,PBFAV20151121i000003,Santa Catarina,Palhoça,Praia da Pinheira,Daily,21NOV15:08:09:00,-27.88396,-48.58836,Alive,Aves,Charadriiformes,,Laridae,Larus,Larus dominicanus,Juvenile,NORTH,2015,11,21,fall
5474,PBFRE20151121i000002,Santa Catarina,Imbituba,Praia do Rosa,Daily,21NOV15:08:19:00,-28.12667,-48.64075,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,,Unidentified Cheloniidae,Unknown,SOUTH,2015,11,21,fall
8322,PBFRE20151122i000001,Santa Catarina,Garopaba,Praia da Ferrugem,Daily,22NOV15:08:30:00,-28.07512,-48.62606,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2015,11,22,fall
3936,PBFRE20151123i000001,Santa Catarina,Palhoça,Praia da Pinheira,Daily,23NOV15:07:29:00,-27.88344,-48.59484,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,NORTH,2015,11,23,fall
7151,PBFMA20151123i000003,Santa Catarina,Garopaba,Praia de Garopaba,Daily,23NOV15:07:32:00,-28.02047,-48.62242,Dead,Mammalia,Cetacea,Odontoceti,Iniidae,Pontoporia,Pontoporia blainvillei,Adult,CENTR,2015,11,23,fall
6600,PBFAV20151123i000002,Santa Catarina,Garopaba,Praia da Ferrugem,Daily,23NOV15:09:40:00,-28.07663,-48.62705,Dead,Aves,Procellariiformes,,Procellariidae,Puffinus,Puffinus sp.,Unknown,CENTR,2015,11,23,fall
2417,PBFRE20151125i000001,Santa Catarina,Palhoça,Praia da Pinheira,Daily,25NOV15:07:29:00,-27.84784,-48.5835,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,NORTH,2015,11,25,fall
3854,PBFAV20151125i000003,Santa Catarina,Laguna,Itapirubá/Sol,Community call,25NOV15:11:58:00,-28.39226,-48.74249,Alive,Aves,Procellariiformes,,Procellariidae,Puffinus,Puffinus puffinus,Unknown,,2015,11,25,fall
5065,PBFMA20151125i000004,Santa Catarina,Laguna,Itapirubá/Sol,Community call,25NOV15:14:11:00,-28.41862,-48.7461,Dead,Mammalia,Cetacea,Mysticeti,Balaenopteridae,Balaenoptera,Balaenoptera sp.,Adult,,2015,11,25,fall
2485,PBFAV20151125i000002,Santa Catarina,Imbituba,Praia do Rosa,Daily,25NOV15:14:30:00,-28.12622,-48.64072,Dead,Aves,Procellariiformes,,Diomedeidae,Thalassarche,Thalassarche chlororhynchos,Unknown,SOUTH,2015,11,25,fall
6457,PBFAV20151126i000004,Santa Catarina,Garopaba,Praia da Silveira,Daily,26NOV15:08:45:00,-28.0355,-48.60608,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,11,26,fall
9681,PBFAV20151126i000006,Santa Catarina,Garopaba,Praia da Silveira,Daily,26NOV15:09:01:00,-28.03826,-48.60818,Dead,Aves,Procellariiformes,,Diomedeidae,Thalassarche,Thalassarche chlororhynchos,Adult,CENTR,2015,11,26,fall
9500,PBFRE20151126i000005,Santa Catarina,Garopaba,Praia da Silveira,Daily,26NOV15:09:16:00,-28.03924,-48.60872,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2015,11,26,fall
3817,PBFAV20151126i000002,Santa Catarina,Garopaba,Praia da Silveira,Daily,26NOV15:09:40:00,-28.04429,-48.61018,Dead,Aves,Procellariiformes,,Diomedeidae,Thalassarche,Thalassarche chlororhynchos,Adult,CENTR,2015,11,26,fall
2872,PBFAV20151126i000001,Santa Catarina,Garopaba,Praia do Siriú,Daily,26NOV15:09:42:00,-27.986777,-48.630277,Dead,Aves,Procellariiformes,,Diomedeidae,Thalassarche,Thalassarche chlororhynchos,Juvenile,CENTR,2015,11,26,fall
3937,PBFRE20151126i000003,Santa Catarina,Garopaba,Praia do Siriú,Daily,26NOV15:09:43:00,-27.988064,-48.630671,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2015,11,26,fall
10267,PBFRE20151127i000009,Santa Catarina,Garopaba,Praia de Garopaba,Daily,27NOV15:07:51:00,-28.02347,-48.61458,Dead,Reptilia,Testudines,,,,Unidentified Testudines,Unknown,CENTR,2015,11,27,fall
8855,PBFRE20151127i000007,Santa Catarina,Palhoça,Praia da Pinheira,Daily,27NOV15:08:14:00,-27.88279,-48.59597,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Unknown,NORTH,2015,11,27,fall
3373,PBFRE20151127i000002,Santa Catarina,Garopaba,Praia de Garopaba,Daily,27NOV15:08:16:00,-28.0218,-48.62056,Dead,Reptilia,Testudines,,,,Unidentified Testudines,Unknown,CENTR,2015,11,27,fall
10620,PBFRE20151127i000011,Santa Catarina,Palhoça,Praia da Pinheira,Daily,27NOV15:08:27:00,-27.8836,-48.58851,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,NORTH,2015,11,27,fall
4296,PBFRE20151127i000004,Santa Catarina,Imbituba,Praia do Rosa,Daily,27NOV15:08:39:00,-28.12329,-48.63947,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Unknown,SOUTH,2015,11,27,fall
5535,PBFRE20151127i000006,Santa Catarina,Garopaba,Praia de Garopaba,Daily,27NOV15:08:39:00,-28.02097,-48.62179,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Unknown,CENTR,2015,11,27,fall
10621,PBFRE20151127i000012,Santa Catarina,Palhoça,Praia de Cima,Daily,27NOV15:08:45:00,-27.88209,-48.58474,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,NORTH,2015,11,27,fall
3964,PBFRE20151127i000003,Santa Catarina,Garopaba,Praia de Garopaba,Daily,27NOV15:08:53:00,-28.02021,-48.62289,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Unknown,CENTR,2015,11,27,fall
2673,PBFAV20151127i000001,Santa Catarina,Palhoça,Praia de Cima,Daily,27NOV15:08:58:00,-27.88346,-48.5795,Dead,Aves,Pelecaniformes,,,,Unidentified Pelecaniformes,Unknown,NORTH,2015,11,27,fall
8856,PBFAV20151127i000008,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,27NOV15:10:33:00,-27.94201,-48.61966,Dead,Aves,Procellariiformes,,Procellariidae,Puffinus,Puffinus puffinus,Unknown,CENTR,2015,11,27,fall
4872,PBFAV20151127i000005,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,27NOV15:10:45:00,-27.93246,-48.61351,Dead,Aves,Procellariiformes,,Diomedeidae,Thalassarche,Thalassarche chlororhynchos,Unknown,CENTR,2015,11,27,fall
10567,PBFAV20151127i000010,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,27NOV15:10:53:00,-27.92949,-48.61114,Dead,Aves,Procellariiformes,,Procellariidae,,Unidentified Procellariidae,Unknown,CENTR,2015,11,27,fall
4284,PBFRE20151128i000001,Santa Catarina,Garopaba,Praia de Garopaba,Daily,28NOV15:07:54:00,-28.01889,-48.62412,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2015,11,28,fall
1291,PBFRE20151129i000001,Santa Catarina,Palhoça,Praia da Pinheira,Daily,29NOV15:08:43:00,-27.88127,-48.59736,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,NORTH,2015,11,29,fall
1917,PBFRE20151130i000001,Santa Catarina,Garopaba,Praia da Silveira,Daily,30NOV15:08:19:00,-28.04415,-48.61044,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2015,11,30,fall
3992,PBFRE20151130i000002,Santa Catarina,Unknown,Unknown,Community call,30NOV15:16:01:00,-27.6167,-48.591,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,,2015,11,30,fall
4183,PBFRE20151201i000002,Santa Catarina,Garopaba,Praia de Garopaba,Daily,01DEC15:07:31:00,-28.02345,-48.61442,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2015,12,1,winter
5270,PBFRE20151201i000003,Santa Catarina,Garopaba,Praia de Garopaba,Daily,01DEC15:07:57:00,-28.01335,-48.62854,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2015,12,1,winter
6340,PBFAV20151201i000005,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,01DEC15:10:53:00,-27.93025,-48.61171,Dead,Aves,Procellariiformes,,Procellariidae,Puffinus,Puffinus puffinus,Adult,CENTR,2015,12,1,winter
